Metric,Value
design__max_slew_violation__count__corner:max_ff_n40C_1v95,0
design__max_fanout_violation__count__corner:max_ff_n40C_1v95,0
design__max_cap_violation__count__corner:max_ff_n40C_1v95,0
clock__skew__worst_hold__corner:max_ff_n40C_1v95,-0.25423369684626707
clock__skew__worst_setup__corner:max_ff_n40C_1v95,0.25411970469398976
timing__hold__ws__corner:max_ff_n40C_1v95,0.1215662604989631
timing__setup__ws__corner:max_ff_n40C_1v95,29.822801072786334
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.121566
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,38.754623
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,40
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,40
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_tt_025C_1v80,1.79997
design_powergrid__drop__average__net:VPWR__corner:nom_tt_025C_1v80,1.8
design_powergrid__drop__worst__net:VPWR__corner:nom_tt_025C_1v80,0.0000258893
design_powergrid__voltage__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000246011
design_powergrid__drop__average__net:VGND__corner:nom_tt_025C_1v80,0.00000266305
design_powergrid__drop__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000246011
design_powergrid__voltage__worst,0.0000246011
design_powergrid__voltage__worst__net:VPWR,1.79997
design_powergrid__drop__worst,0.0000258893
design_powergrid__drop__worst__net:VPWR,0.0000258893
design_powergrid__voltage__worst__net:VGND,0.0000246011
design_powergrid__drop__worst__net:VGND,0.0000246011
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.00000265000000000000003890117394877989909218740649521350860595703125
ir__drop__worst,0.0000258999999999999993573716883243918118751025758683681488037109375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
